"unique_row","study_ID","short_cite","long_cite","peer_reviewed","coder","expt_unique","same_sample","task_type","participant_design","native_language","group_name_1","group_name_2","n_1","n_2","feature","unit","x_1","x_2","SD_1","SD_2","expt_num","expt_condition","n_1_M","n_2_M","n_1_F","n_2_F","mean_age_1","mean_age_2","sd_age_1","sd_age_2","mean_education_1","mean_education_2","sd_education_1","sd_education_2","mean_total_task_duration_1","mean_total_task_duration_2","sd_total_task_duration_1","sd_total_task_duration_2","task_type_specification","native_language_specification","diagnosis_specification","feature_specification","prosody_type","notes","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_sample_calc","all_mod"
"64","Gandour1995","Gandour et al. (1995)","Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.","yes","LNJ, ND","Gandour et al. (1995).5","E","constrained","between","Thai","RHD","HC",12,9,"speech_duration","Utterance",1.5232,1.28,0.57642651,0.7296,NA,"sad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Paper does not report what error bars represent. Based on size and author's other papers from the same era, we assume they are SE, and have calculated SD based on that assumption","Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",0.376839861600479,0.197825593998994,0.361138200700459,0.181683575044215,0.183326784934354,0.0437246825865713,0.185423013320751,0.111111111111111,0.683511901389059,0.650820117726862,"between",NA,10.5,"Gandour1995 E",""
"65","Pell1999b","Pell (1999b)","Pell, M. D. (1999b). The temporal organization of affective and non-affective speech in patients with right-hemisphere infarcts. Cortex.","yes","LNJ, ND","Pell (1999b)","O","constrained","between","English","RHD","HC",10,10,"speech_duration","Vowel/Syllable",109.833333,104.277778,22.0335714,26.3817637,NA,"neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Values are means from the two Ling categories","Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",0.228575694466593,0.201306171202522,0.21849147265189,0.183935677623412,0.113548682991212,0.04840490721746,0.114040499189854,0.142857142857143,0.414590449302901,0.66227075775562,"between",NA,10,"Pell1999b O",""
"66","Pell1999b","Pell (1999b)","Pell, M. D. (1999b). The temporal organization of affective and non-affective speech in patients with right-hemisphere infarcts. Cortex.","yes","LNJ, ND","Pell (1999b).1","O","constrained","between","English","RHD","HC",10,10,"speech_duration","Vowel/Syllable",108.055556,102.166667,20.7450086,26.2015077,NA,"sad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Values are means from the two Ling categories","Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",0.249198945549398,0.201552502861573,0.238204874422218,0.184160753587835,0.123643385751412,0.0481123211584631,0.124279302830843,0.142857142857143,0.451996889005335,0.663081156431053,"between",NA,10,"Pell1999b O",""
"67","Pell1999b","Pell (1999b)","Pell, M. D. (1999b). The temporal organization of affective and non-affective speech in patients with right-hemisphere infarcts. Cortex.","yes","LNJ, ND","Pell (1999b).2","O","constrained","between","English","RHD","HC",10,10,"speech_duration","Vowel/Syllable",108.333333,103.833333,18.4803682,25.3378709,NA,"happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Values are means from the two Ling categories","Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",0.202923959699351,0.201029453335502,0.193971432065556,0.183682837444311,0.100943725953135,0.0487366519422195,0.101288697437268,0.142857142857143,0.368063349090572,0.661360392462885,"between",NA,10,"Pell1999b O",""
"68","Pell1999b","Pell (1999b)","Pell, M. D. (1999b). The temporal organization of affective and non-affective speech in patients with right-hemisphere infarcts. Cortex.","yes","LNJ, ND","Pell (1999b).3","O","constrained","between","English","RHD","HC",10,10,"speech_duration","Vowel/Syllable",105.777778,101.833333,20.0205491,27.0029144,NA,"anger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Values are means from the two Ling categories","Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",0.16594553361489,0.200688448003168,0.15862440713188,0.183371257096321,0.0826886209379119,0.0491499910195377,0.0828778564887523,0.142857142857143,0.300991903368196,0.660238529886621,"between",NA,10,"Pell1999b O",""
"69","Pell1999b","Pell (1999b)","Pell, M. D. (1999b). The temporal organization of affective and non-affective speech in patients with right-hemisphere infarcts. Cortex.","yes","LNJ, ND","Pell (1999b).4","O","constrained","between","English","RHD","HC",10,10,"speech_duration","Vowel/Syllable",109.166667,103.805556,22.162678,26.2287894,NA,"declarative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic","Values are means from the four Emo categories","Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",0.220794511284545,0.201218755405335,0.211053576963168,0.183855804841596,0.109730606844302,0.0485093536990935,0.110174231225013,0.142857142857143,0.400476944194313,0.661983171310071,"between",NA,10,"Pell1999b O",""
"70","Pell1999b","Pell (1999b)","Pell, M. D. (1999b). The temporal organization of affective and non-affective speech in patients with right-hemisphere infarcts. Cortex.","yes","LNJ, ND","Pell (1999b).5","O","constrained","between","English","RHD","HC",10,10,"speech_duration","Vowel/Syllable",106.833333,106.833333,18.4770706,18.4770706,NA,"interrogative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic","Values are means from the four Emo categories","Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",0,0.2,0,0.182742214532872,0,0.05,0,0.142857142857143,0,0.65797362673929,"between",NA,10,"Pell1999b O",""
"71","Balan1999","Balan & Gandour (1999)","Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.","yes","LNJ, ND","Balan & Gandour (1999).1","F","constrained","between","English","RHD","HC",8,8,"speech_duration","Ratio syllable 1/2",1.75,1.99715909,0.04876599,0.12052957,NA,"short sentence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic","Values are means of the compounds and phrases. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia","Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-2.68829910754566,0.475842252863463,-2.53320492826418,0.422521172013748,-0.8023182169984,0.0053801870828507,-1.10508521615579,0.2,-4.87603521213774,1.56545826436184,"between",NA,8,"Balan1999 F",""
"72","Balan1999","Balan & Gandour (1999)","Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.","yes","LNJ, ND","Balan & Gandour (1999).2","F","constrained","between","English","RHD","HC",8,8,"speech_duration","Ratio syllable 1/2",1.38793103,1.92045455,0.12191496,0.09642365,NA,"medium sentence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic","Values are means of the compounds and phrases. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia","Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-4.84505081923596,0.983578670030595,-4.56552865658773,0.87336256906193,-0.924343305136419,0.000758820167617292,-1.61806705707328,0.2,-8.78795009561266,3.23584412351719,"between",NA,8,"Balan1999 F",""
"73","Balan1999","Balan & Gandour (1999)","Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.","yes","LNJ, ND","Balan & Gandour (1999).3","F","constrained","between","English","RHD","HC",8,8,"speech_duration","Ratio syllable 1/2",1.48275862,1.98863636,0.09753197,0.12052957,NA,"long sentence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic","Values are means of the compounds and phrases. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia","Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-4.61418049077797,0.915333175046126,-4.34797777015616,0.812764405800943,-0.91751776814915,0.000905354394470126,-1.57310195043416,0.2,-8.36919764063502,3.01132544429945,"between",NA,8,"Balan1999 F",""
"74","Balan1999","Balan & Gandour (1999)","Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.","yes","LNJ, ND","Balan & Gandour (1999).4","F","constrained","between","English","RHD","HC",8,8,"speech_duration","Ratio syllable 1/2",1.54597701,2.07954546,0.09753197,0.12856487,NA,"compound nouns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic","Values are means of the three sentence lengths. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia","Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-4.67598257280429,0.933275406911544,-4.40621434745019,0.828696099110435,-0.919429030575318,0.000862982074366752,-1.58532231854514,0.2,-8.4812942177227,3.07035302116088,"between",NA,8,"Balan1999 F",""
"75","Balan1999","Balan & Gandour (1999)","Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.","yes","LNJ, ND","Balan & Gandour (1999).5","F","constrained","between","English","RHD","HC",8,8,"speech_duration","Ratio syllable 1/2",1.53448276,1.85795455,0.08127664,0.09642365,NA,"phrase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic","Values are means of the three sentence lengths. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia","Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-3.62749020069934,0.661208911130305,-3.41821191988977,0.587116344535452,-0.875717936772458,0.00209414459000877,-1.35709653944872,0.2,-6.57953941979433,2.17529012644372,"between",NA,8,"Balan1999 F",""
"76","Gandour2001","Gandour and Baum (2001)","Gandour, J., & Baum, S. R. (2001). Production of stress retraction by left- and right-hemispheredamaged patients. Brain Lang, 79(3), 482-494.","yes","LNJ, ND","Gandour and Baum (2001).2","I","constrained","between","English","RHD","HC",9,9,"speech_duration","Ratio syllable 1/2",1.18827161,1.38888889,0.09259259,0.08165899,NA,"clash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-2.29809704312144,0.368923611655653,-2.18319219096537,0.332953559519227,-0.754336509744731,0.00738307055187231,-0.982941666808331,0.166666666666667,-4.16828695576221,1.21371003375414,"between",NA,9,"Gandour2001 I",""
"77","Gandour2001","Gandour and Baum (2001)","Gandour, J., & Baum, S. R. (2001). Production of stress retraction by left- and right-hemispheredamaged patients. Brain Lang, 79(3), 482-494.","yes","LNJ, ND","Gandour and Baum (2001).3","I","constrained","between","English","RHD","HC",9,9,"speech_duration","Ratio syllable 1/2",1.79012346,1.68209877,0.09259259,0.12248849,NA,"non-clash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",0.994936656494862,0.249719415289922,0.945189823670119,0.225371772299154,0.445399326966421,0.0321585930057611,0.4789462832409,0.166666666666667,1.8046154750037,0.821543946727623,"between",NA,9,"Gandour2001 I",""
"78","Yang2016","Yang & Sidtis (2016)","Yang, S. Y., & Van Lancker Sidtis, D. (2016). Production of Korean Idiomatic Utterances Following Left- and Right-Hemisphere Damage: Acoustic Studies. J Speech Lang Hear Res, 59(2), 267-280.","yes","LNJ, ND","Yang & Sidtis (2016).4","M","constrained","between","Korean","RHD","HC",7,7,"speech_duration","Variablility of syllable duration",149.668874,178.807947,26.2822978,28.034451,NA,"Idiomatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-1.07237361060793,0.326785184311724,-0.999257228066479,0.283742714270666,-0.47254495328746,0.0382793370800199,-0.513341900695788,0.25,-1.94507057314221,1.07508016443126,"between",NA,7,"Yang2016 M",""
"79","Yang2016","Yang & Sidtis (2016)","Yang, S. Y., & Van Lancker Sidtis, D. (2016). Production of Korean Idiomatic Utterances Following Left- and Right-Hemisphere Damage: Acoustic Studies. J Speech Lang Hear Res, 59(2), 267-280.","yes","LNJ, ND","Yang & Sidtis (2016).5","M","constrained","between","Korean","RHD","HC",7,7,"speech_duration","Variablility of syllable duration",99.3377483,117.218543,36.7952169,35.0430637,NA,"literal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.497658864411552,0.29455944090455,-0.463727578201674,0.25576158066144,-0.241466367417731,0.0614953611467707,-0.246330687791658,0.25,-0.902653331875196,0.969061718111322,"between",NA,7,"Yang2016 M",""
"80","Yang2016","Yang & Sidtis (2016)","Yang, S. Y., & Van Lancker Sidtis, D. (2016). Production of Korean Idiomatic Utterances Following Left- and Right-Hemisphere Damage: Acoustic Studies. J Speech Lang Hear Res, 59(2), 267-280.","yes","LNJ, ND","Yang & Sidtis (2016).6","M","constrained","between","Korean","RHD","HC",7,7,"speech_duration","Percentage of final- syllable duration to overall sentence duration",22.8666667,25.7833333,8.9514586,8.9514586,NA,"Idiomatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.325831434890399,0.289505932998669,-0.303615655238781,0.251373694922915,-0.1607958082722,0.066906437162034,-0.162203519258294,0.25,-0.590992849451728,0.952436343488382,"between",NA,7,"Yang2016 M",""
"81","Yang2016","Yang & Sidtis (2016)","Yang, S. Y., & Van Lancker Sidtis, D. (2016). Production of Korean Idiomatic Utterances Following Left- and Right-Hemisphere Damage: Acoustic Studies. J Speech Lang Hear Res, 59(2), 267-280.","yes","LNJ, ND","Yang & Sidtis (2016).7","M","constrained","between","Korean","RHD","HC",7,7,"speech_duration","Vowel/Syllable",12.7166667,14.1166667,1.54335493,1.23468395,NA,"literal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-1.00174064439988,0.321553011380096,-0.933440145918068,0.27919969634811,-0.447836022175666,0.0410728590483694,-0.481990129370058,0.25,-1.81695654394007,1.05786700543351,"between",NA,7,"Yang2016 M",""
"82","Guranski2015","Guranski & Podemski (2015)","Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.","yes","LNJ, ND","Guranski & Podemski (2015).8","L","constrained","between","Polish","RHD","HC",46,34,"intensity_mean",NA,54.91,54.52,5.966,6.201,NA,"neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",0.0642871185495252,0.0511767253507362,0.0636609453168999,0.0501846314276463,0.0317638508571553,0.0124684959982761,0.0317745399587935,0.0232558139534884,0.116603934753579,0.168364677918323,"between",NA,40,"Guranski2015 L",""
"83","Guranski2015","Guranski & Podemski (2015)","Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.","yes","LNJ, ND","Guranski & Podemski (2015).9","L","constrained","between","Polish","RHD","HC",46,34,"intensity_mean",NA,56.87,57.27,5.607,6.076,NA,"joy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.068846279638904,0.0511805189545407,-0.0681756989930705,0.0501883514899872,-0.0340139829544655,0.0124638787338253,-0.0340271095720607,0.0232558139534884,-0.124873338238935,0.168377158374591,"between",NA,40,"Guranski2015 L",""
"84","Guranski2015","Guranski & Podemski (2015)","Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.","yes","LNJ, ND","Guranski & Podemski (2015).10","L","constrained","between","Polish","RHD","HC",46,34,"intensity_mean",NA,55.03,54.54,5.642,6.534,NA,"sadness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",0.0811863824760597,0.0511920903200371,0.0803956060233708,0.0501996985370789,0.0401016362471102,0.0124498102135346,0.0401231533773554,0.0232558139534884,0.147255808919553,0.168415226641201,"between",NA,40,"Guranski2015 L",""
"85","Guranski2015","Guranski & Podemski (2015)","Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.","yes","LNJ, ND","Guranski & Podemski (2015).11","L","constrained","between","Polish","RHD","HC",46,34,"intensity_mean",NA,58.93,60.43,5.825,5.048,NA,"anger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.272249184879424,0.0516141427573369,-0.269597407104624,0.0506135692148894,-0.133381927146065,0.011951916988154,-0.134181466962485,0.0232558139534884,-0.493805398447583,0.169803723505422,"between",NA,40,"Guranski2015 L",""
"86","Ouellette1994","Ouellette & Baum (1994)","Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.","yes","LNJ, ND","Ouellette & Baum (1994).6","D","constrained","between",NA,"RHD","HC",8,9,"intensity_variability","Ratio syllable 1/2",0.97,0.954444444,0.026726124,0.029627315,NA,"compound nouns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",0.549463428171495,0.244990818725757,0.520027887376593,0.219444901084392,0.264489349840321,0.0491017405621744,0.270929311773797,0.2,0.996616416687411,0.805987487574073,"between",NA,8.5,"Ouellette1994 D",""
"87","Ouellette1994","Ouellette & Baum (1994)","Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.","yes","LNJ, ND","Ouellette & Baum (1994).7","D","constrained","between",NA,"RHD","HC",8,9,"intensity_variability","Ratio syllable 1/2",0.96,0.967777778,0.016035675,0.017873009,NA,"noun phrases",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.456435469292486,0.242238562217824,-0.431983569151817,0.216979630506973,-0.222130831336363,0.0518502327118352,-0.225896425460755,0.2,-0.827882364016659,0.796932926592866,"between",NA,8.5,"Ouellette1994 D",""
"88","Hird2003","Hird & Kirsner (2003)","Hird, K., & Kirsner, K. (2003). The effect of right cerebral hemisphere damage on collaborative planning in conversation: an analysis of intentional structure. Clinical Linguistics & Phonetics, 17(4-5), 309-315.","yes","LNJ, ND","Hird & Kirsner (2003).1","J","free","between",NA,"RHD","HC",3,8,"intensity_variability","Proportional change in intensity",13,40.33333333,1,2.081665999,NA,"spontaneous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-14.4207753925803,9.9110043752992,-13.0688276995259,8.13979949182288,-0.988094252175018,2.6069006900918e-05,-2.55895525131768,Inf,-26.1563932388266,32.605897467223,"between",NA,5.5,"Hird2003 J",""
"89","Behrens1988","Behrens (1988)","Behrens, S. J. (1988). The role of the right hemisphere in the production of linguistic stress. Brain Lang, 33(1), 104-127.","yes","LNJ, ND","Behrens (1988).10","C","constrained","between",NA,"RHD","HC",8,7,"intensity_mean",NA,55.125,61.85714286,9.156379509,2.410295378,NA,"1st syll stress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.973471719554703,0.299445382482903,-0.912629737082534,0.263184418197864,-0.436859371631917,0.0394835785446099,-0.46834281895735,0.2,-1.76568238602831,0.985135821613047,"between",NA,7.5,"Behrens1988 C",""
"90","Behrens1988","Behrens (1988)","Behrens, S. J. (1988). The role of the right hemisphere in the production of linguistic stress. Brain Lang, 33(1), 104-127.","yes","LNJ, ND","Behrens (1988).11","C","constrained","between",NA,"RHD","HC",8,7,"intensity_mean",NA,56.25,56.85714286,4.713203339,3.484660262,NA,"2nd syll unstress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.144862263863705,0.268556645373533,-0.135808372372223,0.236036114097832,-0.0720819993571686,0.0658042924177781,-0.0722072315686003,0.2,-0.262751082097517,0.883515949706806,"between",NA,7.5,"Behrens1988 C",""
"91","Behrens1988","Behrens (1988)","Behrens, S. J. (1988). The role of the right hemisphere in the production of linguistic stress. Brain Lang, 33(1), 104-127.","yes","LNJ, ND","Behrens (1988).12","C","constrained","between",NA,"RHD","HC",8,7,"intensity_mean",NA,54.25,61.71428571,6.923046398,2.288688541,NA,"1st syll unstress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-1.40497684120345,0.333655807001077,-1.31716578862823,0.29325217412204,-0.573970924229085,0.0250387147712909,-0.653424679673797,0.2,-2.54834610133861,1.09768360707562,"between",NA,7.5,"Behrens1988 C",""
"92","Behrens1988","Behrens (1988)","Behrens, S. J. (1988). The role of the right hemisphere in the production of linguistic stress. Brain Lang, 33(1), 104-127.","yes","LNJ, ND","Behrens (1988).13","C","constrained","between",NA,"RHD","HC",8,7,"intensity_mean",NA,56.75,59.14285714,3.9551052,2.267786838,NA,"2nd syll stress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.728234395627574,0.285534654022978,-0.682719745900851,0.250958192012383,-0.341469758273614,0.0489930147374908,-0.35575534054612,0.2,-1.32087108380278,0.939371359336237,"between",NA,7.5,"Behrens1988 C",""
"93","Balan1999","Balan & Gandour (1999)","Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.","yes","LNJ, ND","Balan & Gandour (1999).6","F","constrained","between","English","RHD","HC",8,8,"intensity_variability","Ratio syllable 1/2",0.970568182,0.969545455,0,0,NA,"short sentence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic","Values are means of the compounds and phrases. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia. Error bars in plots showed little to no standard error","Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",Inf,Inf,Inf,Inf,NA,NA,NA,0.2,Inf,Inf,"between",NA,8,"Balan1999 F",""
"94","Balan1999","Balan & Gandour (1999)","Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.","yes","LNJ, ND","Balan & Gandour (1999).7","F","constrained","between","English","RHD","HC",8,8,"intensity_variability","Ratio syllable 1/2",0.973636364,0.972102273,0,0,NA,"medium sentence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic","Values are means of the compounds and phrases. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia. Error bars in plots showed little to no standard error","Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",Inf,Inf,Inf,Inf,NA,NA,NA,0.2,Inf,Inf,"between",NA,8,"Balan1999 F",""
